ministro,ano,mes,dia,distribuido,redistribuido,total
"MIN. JOAQUIM BARBOSA",2007,11,9,"45","0","45"
"MIN. EROS GRAU",2007,11,9,"42","0","42"
"MIN. RICARDO LEWANDOWSKI",2007,11,9,"83","0","83"
"MIN. CÁRMEN LÚCIA",2007,11,9,"103","0","103"
"MIN. MENEZES DIREITO",2007,11,9,"30","0","30"
"TOTAL",2007,11,9,"527","0","527"
"MIN. CELSO DE MELLO",2008,2,12,"27","0","27"
"MIN. MARCO AURÉLIO",2008,2,12,"5","0","5"
"MIN. GILMAR MENDES",2008,2,12,"28","0","28"
"MIN. CEZAR PELUSO",2008,2,12,"68","0","68"
"MIN. CARLOS BRITTO",2008,2,12,"30","0","30"
"MIN. JOAQUIM BARBOSA",2008,2,12,"26","0","26"
"MIN. EROS GRAU",2008,2,12,"19","0","19"
"MIN. RICARDO LEWANDOWSKI",2008,2,12,"30","0","30"
"MIN. CÁRMEN LÚCIA",2008,2,12,"37","0","37"
"MIN. MENEZES DIREITO",2008,2,12,"4","0","4"
"TOTAL",2008,2,12,"274","0","274"
"MIN. CELSO DE MELLO",2008,2,13,"53","1","54"
"MIN. MARCO AURÉLIO",2008,2,13,"10","0","10"
"MIN. GILMAR MENDES",2008,2,13,"23","0","23"
"MIN. CEZAR PELUSO",2008,2,13,"75","1","76"
"MIN. CARLOS BRITTO",2008,2,13,"45","1","46"
"MIN. JOAQUIM BARBOSA",2008,2,13,"31","0","31"
"MIN. EROS GRAU",2008,2,13,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2008,2,13,"52","0","52"
"MIN. CÁRMEN LÚCIA",2008,2,13,"61","1","62"
"MIN. MENEZES DIREITO",2008,2,13,"13","0","13"
"TOTAL",2008,2,13,"386","4","390"
"MIN. CELSO DE MELLO",2008,2,14,"35","0","35"
"MIN. MARCO AURÉLIO",2008,2,14,"10","0","10"
"MIN. GILMAR MENDES",2008,2,14,"20","0","20"
"MIN. CEZAR PELUSO",2008,2,14,"46","1","47"
"MIN. CARLOS BRITTO",2008,2,14,"44","0","44"
"MIN. JOAQUIM BARBOSA",2008,2,14,"43","0","43"
"MIN. EROS GRAU",2008,2,14,"32","0","32"
"MIN. RICARDO LEWANDOWSKI",2008,2,14,"55","0","55"
"MIN. CÁRMEN LÚCIA",2008,2,14,"60","3","63"
"MIN. MENEZES DIREITO",2008,2,14,"17","0","17"
"TOTAL",2008,2,14,"362","4","366"
"MIN. CELSO DE MELLO",2008,5,19,"34","0","34"
"MIN. MARCO AURÉLIO",2008,5,19,"15","0","15"
"MIN. ELLEN GRACIE",2008,5,19,"30","0","30"
"MIN. CEZAR PELUSO",2008,5,19,"33","0","33"
"MIN. CARLOS BRITTO",2008,5,19,"23","1","24"
"MIN. JOAQUIM BARBOSA",2008,5,19,"40","0","40"
"MIN. EROS GRAU",2008,5,19,"39","0","39"
"MIN. RICARDO LEWANDOWSKI",2008,5,19,"37","1","38"
"MIN. CÁRMEN LÚCIA",2008,5,19,"43","0","43"
"MIN. MENEZES DIREITO",2008,5,19,"36","1","37"
"TOTAL",2008,5,19,"330","3","333"
"MIN. CELSO DE MELLO",2008,5,20,"44","0","44"
"MIN. MARCO AURÉLIO",2008,5,20,"20","0","20"
"MIN. ELLEN GRACIE",2008,5,20,"42","0","42"
"MIN. CEZAR PELUSO",2008,5,20,"59","0","59"
"MIN. CARLOS BRITTO",2008,5,20,"40","0","40"
"MIN. JOAQUIM BARBOSA",2008,5,20,"43","0","43"
"MIN. EROS GRAU",2008,5,20,"47","0","47"
"MIN. RICARDO LEWANDOWSKI",2008,5,20,"41","0","41"
"MIN. CÁRMEN LÚCIA",2008,5,20,"43","0","43"
"MIN. MENEZES DIREITO",2008,5,20,"44","0","44"
"TOTAL",2008,5,20,"423","0","423"
"MIN. SEPÚLVEDA PERTENCE",2007,5,4,"0","0","0"
"MIN. CELSO DE MELLO",2007,5,4,"0","0","0"
"MIN. MARCO AURÉLIO",2007,5,4,"0","0","0"
"MIN. GILMAR MENDES",2007,5,4,"0","0","0"
"MIN. CEZAR PELUSO",2007,5,4,"0","0","0"
"MIN. CARLOS BRITTO",2007,5,4,"0","0","0"
"MIN. JOAQUIM BARBOSA",2007,5,4,"1","0","1"
"MIN. EROS GRAU",2007,5,4,"0","0","0"
"MIN. RICARDO LEWANDOWSKI",2007,5,4,"0","0","0"
"MIN. CÁRMEN LÚCIA",2007,5,4,"0","0","0"
"TOTAL",2007,5,4,"1","0","1"
"MIN. SEPÚLVEDA PERTENCE",2007,8,7,"33","1","34"
"MIN. CELSO DE MELLO",2007,8,7,"36","0","36"
"MIN. MARCO AURÉLIO",2007,8,7,"24","0","24"
"MIN. GILMAR MENDES",2007,8,7,"41","0","41"
"MIN. CEZAR PELUSO",2007,8,7,"47","0","47"
"MIN. CARLOS BRITTO",2007,8,7,"32","0","32"
"MIN. JOAQUIM BARBOSA",2007,8,7,"33","0","33"
"MIN. EROS GRAU",2007,8,7,"41","0","41"
"MIN. RICARDO LEWANDOWSKI",2007,8,7,"29","1","30"
"MIN. CÁRMEN LÚCIA",2007,8,7,"34","0","34"
"TOTAL",2007,8,7,"350","2","352"
"MIN. SEPÚLVEDA PERTENCE",2007,8,8,"47","1","48"
"MIN. CELSO DE MELLO",2007,8,8,"39","0","39"
"MIN. MARCO AURÉLIO",2007,8,8,"34","0","34"
"MIN. GILMAR MENDES",2007,8,8,"48","0","48"
"MIN. CEZAR PELUSO",2007,8,8,"52","0","52"
"MIN. CARLOS BRITTO",2007,8,8,"45","0","45"
"MIN. JOAQUIM BARBOSA",2007,8,8,"34","0","34"
"MIN. EROS GRAU",2007,8,8,"37","0","37"
"MIN. RICARDO LEWANDOWSKI",2007,8,8,"47","0","47"
"MIN. CÁRMEN LÚCIA",2007,8,8,"38","0","38"
"TOTAL",2007,8,8,"421","1","422"
"MIN. CELSO DE MELLO",2008,2,15,"45","0","45"
"MIN. MARCO AURÉLIO",2008,2,15,"7","0","7"
"MIN. GILMAR MENDES",2008,2,15,"20","0","20"
"MIN. CEZAR PELUSO",2008,2,15,"94","1","95"
"MIN. CARLOS BRITTO",2008,2,15,"57","0","57"
"MIN. JOAQUIM BARBOSA",2008,2,15,"34","0","34"
"MIN. EROS GRAU",2008,2,15,"27","0","27"
"MIN. RICARDO LEWANDOWSKI",2008,2,15,"61","0","61"
"MIN. CÁRMEN LÚCIA",2008,2,15,"67","0","67"
"MIN. MENEZES DIREITO",2008,2,15,"14","0","14"
"TOTAL",2008,2,15,"426","1","427"
"MIN. CELSO DE MELLO",2008,5,21,"35","1","36"
"MIN. MARCO AURÉLIO",2008,5,21,"31","0","31"
"MIN. ELLEN GRACIE",2008,5,21,"30","0","30"
"MIN. CEZAR PELUSO",2008,5,21,"33","0","33"
"MIN. CARLOS BRITTO",2008,5,21,"39","0","39"
"MIN. JOAQUIM BARBOSA",2008,5,21,"36","2","38"
"MIN. EROS GRAU",2008,5,21,"39","0","39"
"MIN. RICARDO LEWANDOWSKI",2008,5,21,"40","3","43"
"MIN. CÁRMEN LÚCIA",2008,5,21,"36","0","36"
"MIN. MENEZES DIREITO",2008,5,21,"39","2","41"
"TOTAL",2008,5,21,"358","8","366"
"MIN. CELSO DE MELLO",2008,5,22,"0","0","0"
"MIN. MARCO AURÉLIO",2008,5,22,"0","0","0"
"MIN. ELLEN GRACIE",2008,5,22,"0","0","0"
"MIN. CEZAR PELUSO",2008,5,22,"1","0","1"
"MIN. CARLOS BRITTO",2008,5,22,"1","0","1"
"MIN. JOAQUIM BARBOSA",2008,5,22,"0","0","0"
"MIN. EROS GRAU",2008,5,22,"1","0","1"
"MIN. RICARDO LEWANDOWSKI",2008,5,22,"0","0","0"
"MIN. CÁRMEN LÚCIA",2008,5,22,"1","0","1"
"MIN. MENEZES DIREITO",2008,5,22,"2","0","2"
"TOTAL",2008,5,22,"6","0","6"
"MIN. SEPÚLVEDA PERTENCE",2007,5,7,"34","0","34"
"MIN. CELSO DE MELLO",2007,5,7,"52","0","52"
"MIN. MARCO AURÉLIO",2007,5,7,"51","1","52"
"MIN. GILMAR MENDES",2007,5,7,"46","1","47"
"MIN. CEZAR PELUSO",2007,5,7,"57","1","58"
"MIN. CARLOS BRITTO",2007,5,7,"30","0","30"
"MIN. JOAQUIM BARBOSA",2007,5,7,"50","0","50"
"MIN. EROS GRAU",2007,5,7,"47","0","47"
"MIN. RICARDO LEWANDOWSKI",2007,5,7,"47","1","48"
"MIN. CÁRMEN LÚCIA",2007,5,7,"48","2","50"
"TOTAL",2007,5,7,"462","6","468"
"MIN. SEPÚLVEDA PERTENCE",2007,8,9,"49","0","49"
"MIN. CELSO DE MELLO",2007,8,9,"49","0","49"
"MIN. MARCO AURÉLIO",2007,8,9,"50","1","51"
"MIN. GILMAR MENDES",2007,8,9,"60","1","61"
"MIN. CEZAR PELUSO",2007,8,9,"45","1","46"
"MIN. CARLOS BRITTO",2007,8,9,"40","1","41"
"MIN. JOAQUIM BARBOSA",2007,8,9,"32","0","32"
"MIN. EROS GRAU",2007,8,9,"42","4","46"
"MIN. RICARDO LEWANDOWSKI",2007,8,9,"48","0","48"
"MIN. CÁRMEN LÚCIA",2007,8,9,"40","0","40"
"TOTAL",2007,8,9,"455","8","463"
"MIN. CELSO DE MELLO",2007,11,12,"60","0","60"
"MIN. MARCO AURÉLIO",2007,11,12,"13","0","13"
"MIN. GILMAR MENDES",2007,11,12,"45","0","45"
"MIN. CEZAR PELUSO",2007,11,12,"70","0","70"
"MIN. CARLOS BRITTO",2007,11,12,"81","0","81"
"MIN. JOAQUIM BARBOSA",2007,11,12,"34","0","34"
"MIN. EROS GRAU",2007,11,12,"35","0","35"
"MIN. RICARDO LEWANDOWSKI",2007,11,12,"90","0","90"
"MIN. CÁRMEN LÚCIA",2007,11,12,"108","0","108"
"MIN. MENEZES DIREITO",2007,11,12,"27","0","27"
"TOTAL",2007,11,12,"563","0","563"
"MIN. CELSO DE MELLO",2007,11,13,"31","0","31"
"MIN. MARCO AURÉLIO",2007,11,13,"14","0","14"
"MIN. GILMAR MENDES",2007,11,13,"39","1","40"
"MIN. CEZAR PELUSO",2007,11,13,"44","1","45"
"MIN. CARLOS BRITTO",2007,11,13,"52","1","53"
"MIN. JOAQUIM BARBOSA",2007,11,13,"26","0","26"
"MIN. EROS GRAU",2007,11,13,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2007,11,13,"50","1","51"
"MIN. CÁRMEN LÚCIA",2007,11,13,"67","4","71"
"MIN. MENEZES DIREITO",2007,11,13,"22","0","22"
"TOTAL",2007,11,13,"368","8","376"
"MIN. CELSO DE MELLO",2007,11,14,"28","1","29"
"MIN. MARCO AURÉLIO",2007,11,14,"11","0","11"
"MIN. GILMAR MENDES",2007,11,14,"24","1","25"
"MIN. CEZAR PELUSO",2007,11,14,"53","1","54"
"MIN. CARLOS BRITTO",2007,11,14,"75","0","75"
"MIN. JOAQUIM BARBOSA",2007,11,14,"29","0","29"
"MIN. EROS GRAU",2007,11,14,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2007,11,14,"65","0","65"
"MIN. CÁRMEN LÚCIA",2007,11,14,"82","0","82"
"MIN. MENEZES DIREITO",2007,11,14,"21","0","21"
"TOTAL",2007,11,14,"411","3","414"
"MIN. CELSO DE MELLO",2008,2,18,"52","0","52"
"MIN. MARCO AURÉLIO",2008,2,18,"12","0","12"
"MIN. GILMAR MENDES",2008,2,18,"43","0","43"
"MIN. CEZAR PELUSO",2008,2,18,"109","0","109"
"MIN. CARLOS BRITTO",2008,2,18,"54","0","54"
"MIN. JOAQUIM BARBOSA",2008,2,18,"47","0","47"
"MIN. EROS GRAU",2008,2,18,"30","0","30"
"MIN. RICARDO LEWANDOWSKI",2008,2,18,"59","0","59"
"MIN. CÁRMEN LÚCIA",2008,2,18,"82","0","82"
"MIN. MENEZES DIREITO",2008,2,18,"21","0","21"
"TOTAL",2008,2,18,"509","0","509"
"MIN. SEPÚLVEDA PERTENCE",2007,5,8,"53","0","53"
"MIN. CELSO DE MELLO",2007,5,8,"53","0","53"
"MIN. MARCO AURÉLIO",2007,5,8,"21","0","21"
"MIN. GILMAR MENDES",2007,5,8,"52","0","52"
"MIN. CEZAR PELUSO",2007,5,8,"48","0","48"
"MIN. CARLOS BRITTO",2007,5,8,"51","0","51"
"MIN. JOAQUIM BARBOSA",2007,5,8,"50","0","50"
"MIN. EROS GRAU",2007,5,8,"45","0","45"
"MIN. RICARDO LEWANDOWSKI",2007,5,8,"52","0","52"
"MIN. CÁRMEN LÚCIA",2007,5,8,"52","0","52"
"TOTAL",2007,5,8,"477","0","477"
"MIN. SEPÚLVEDA PERTENCE",2007,5,9,"46","1","47"
"MIN. CELSO DE MELLO",2007,5,9,"65","0","65"
"MIN. MARCO AURÉLIO",2007,5,9,"35","1","36"
"MIN. GILMAR MENDES",2007,5,9,"65","0","65"
"MIN. CEZAR PELUSO",2007,5,9,"64","0","64"
"MIN. CARLOS BRITTO",2007,5,9,"64","0","64"
"MIN. JOAQUIM BARBOSA",2007,5,9,"66","0","66"
"MIN. EROS GRAU",2007,5,9,"38","0","38"
"MIN. RICARDO LEWANDOWSKI",2007,5,9,"65","0","65"
"MIN. CÁRMEN LÚCIA",2007,5,9,"65","0","65"
"TOTAL",2007,5,9,"573","2","575"
"MIN. SEPÚLVEDA PERTENCE",2007,8,10,"22","0","22"
"MIN. CELSO DE MELLO",2007,8,10,"38","0","38"
"MIN. MARCO AURÉLIO",2007,8,10,"30","0","30"
"MIN. GILMAR MENDES",2007,8,10,"34","0","34"
"MIN. CEZAR PELUSO",2007,8,10,"31","0","31"
"MIN. CARLOS BRITTO",2007,8,10,"24","0","24"
"MIN. JOAQUIM BARBOSA",2007,8,10,"22","0","22"
"MIN. EROS GRAU",2007,8,10,"25","0","25"
"MIN. RICARDO LEWANDOWSKI",2007,8,10,"29","0","29"
"MIN. CÁRMEN LÚCIA",2007,8,10,"27","0","27"
"TOTAL",2007,8,10,"282","0","282"
"MIN. CELSO DE MELLO",2008,2,19,"47","1","48"
"MIN. MARCO AURÉLIO",2008,2,19,"13","0","13"
"MIN. GILMAR MENDES",2008,2,19,"27","0","27"
"MIN. CEZAR PELUSO",2008,2,19,"37","0","37"
"MIN. CARLOS BRITTO",2008,2,19,"56","0","56"
"MIN. JOAQUIM BARBOSA",2008,2,19,"41","0","41"
"MIN. EROS GRAU",2008,2,19,"30","0","30"
"MIN. RICARDO LEWANDOWSKI",2008,2,19,"58","0","58"
"MIN. CÁRMEN LÚCIA",2008,2,19,"69","0","69"
"MIN. MENEZES DIREITO",2008,2,19,"31","0","31"
"TOTAL",2008,2,19,"409","1","410"
"MIN. CELSO DE MELLO",2008,2,20,"47","0","47"
"MIN. MARCO AURÉLIO",2008,2,20,"9","0","9"
"MIN. GILMAR MENDES",2008,2,20,"33","0","33"
"MIN. CEZAR PELUSO",2008,2,20,"55","0","55"
"MIN. CARLOS BRITTO",2008,2,20,"48","0","48"
"MIN. JOAQUIM BARBOSA",2008,2,20,"47","0","47"
"MIN. EROS GRAU",2008,2,20,"12","0","12"
"MIN. RICARDO LEWANDOWSKI",2008,2,20,"58","0","58"
"MIN. CÁRMEN LÚCIA",2008,2,20,"68","0","68"
"MIN. MENEZES DIREITO",2008,2,20,"35","0","35"
"TOTAL",2008,2,20,"412","0","412"
"MIN. CELSO DE MELLO",2008,2,21,"49","0","49"
"MIN. MARCO AURÉLIO",2008,2,21,"7","0","7"
"MIN. GILMAR MENDES",2008,2,21,"37","0","37"
"MIN. CEZAR PELUSO",2008,2,21,"24","0","24"
"MIN. CARLOS BRITTO",2008,2,21,"66","0","66"
"MIN. JOAQUIM BARBOSA",2008,2,21,"44","0","44"
"MIN. EROS GRAU",2008,2,21,"31","0","31"
"MIN. RICARDO LEWANDOWSKI",2008,2,21,"60","0","60"
"MIN. CÁRMEN LÚCIA",2008,2,21,"72","0","72"
"MIN. MENEZES DIREITO",2008,2,21,"41","0","41"
"TOTAL",2008,2,21,"431","0","431"
"MIN. CELSO DE MELLO",2008,5,23,"37","1","38"
"MIN. MARCO AURÉLIO",2008,5,23,"36","0","36"
"MIN. ELLEN GRACIE",2008,5,23,"36","1","37"
"MIN. CEZAR PELUSO",2008,5,23,"43","3","46"
"MIN. CARLOS BRITTO",2008,5,23,"28","2","30"
"MIN. JOAQUIM BARBOSA",2008,5,23,"34","4","38"
"MIN. EROS GRAU",2008,5,23,"39","0","39"
"MIN. RICARDO LEWANDOWSKI",2008,5,23,"37","2","39"
"MIN. CÁRMEN LÚCIA",2008,5,23,"42","0","42"
"MIN. MENEZES DIREITO",2008,5,23,"37","0","37"
"TOTAL",2008,5,23,"369","13","382"
"MIN. CELSO DE MELLO",2008,5,26,"41","0","41"
"MIN. MARCO AURÉLIO",2008,5,26,"37","0","37"
"MIN. ELLEN GRACIE",2008,5,26,"28","0","28"
"MIN. CEZAR PELUSO",2008,5,26,"43","0","43"
"MIN. CARLOS BRITTO",2008,5,26,"38","0","38"
"MIN. JOAQUIM BARBOSA",2008,5,26,"41","0","41"
"MIN. EROS GRAU",2008,5,26,"43","0","43"
"MIN. RICARDO LEWANDOWSKI",2008,5,26,"41","0","41"
"MIN. CÁRMEN LÚCIA",2008,5,26,"37","0","37"
"MIN. MENEZES DIREITO",2008,5,26,"37","0","37"
"TOTAL",2008,5,26,"386","0","386"
"MIN. SEPÚLVEDA PERTENCE",2007,5,10,"53","0","53"
"MIN. CELSO DE MELLO",2007,5,10,"67","0","67"
"MIN. MARCO AURÉLIO",2007,5,10,"70","0","70"
"MIN. GILMAR MENDES",2007,5,10,"69","0","69"
"MIN. CEZAR PELUSO",2007,5,10,"58","1","59"
"MIN. CARLOS BRITTO",2007,5,10,"67","0","67"
"MIN. JOAQUIM BARBOSA",2007,5,10,"65","0","65"
"MIN. EROS GRAU",2007,5,10,"45","0","45"
"MIN. RICARDO LEWANDOWSKI",2007,5,10,"66","0","66"
"MIN. CÁRMEN LÚCIA",2007,5,10,"69","0","69"
"TOTAL",2007,5,10,"629","1","630"
"MIN. SEPÚLVEDA PERTENCE",2007,5,11,"53","0","53"
"MIN. CELSO DE MELLO",2007,5,11,"56","0","56"
"MIN. MARCO AURÉLIO",2007,5,11,"42","0","42"
"MIN. GILMAR MENDES",2007,5,11,"53","0","53"
"MIN. CEZAR PELUSO",2007,5,11,"66","2","68"
"MIN. CARLOS BRITTO",2007,5,11,"53","0","53"
"MIN. JOAQUIM BARBOSA",2007,5,11,"51","0","51"
"MIN. EROS GRAU",2007,5,11,"44","0","44"
"MIN. RICARDO LEWANDOWSKI",2007,5,11,"50","0","50"
"MIN. CÁRMEN LÚCIA",2007,5,11,"52","0","52"
"TOTAL",2007,5,11,"520","2","522"
"MIN. SEPÚLVEDA PERTENCE",2007,8,13,"43","0","43"
"MIN. CELSO DE MELLO",2007,8,13,"41","0","41"
"MIN. MARCO AURÉLIO",2007,8,13,"41","0","41"
"MIN. GILMAR MENDES",2007,8,13,"43","0","43"
"MIN. CEZAR PELUSO",2007,8,13,"35","0","35"
"MIN. CARLOS BRITTO",2007,8,13,"42","0","42"
"MIN. JOAQUIM BARBOSA",2007,8,13,"39","0","39"
"MIN. EROS GRAU",2007,8,13,"34","0","34"
"MIN. RICARDO LEWANDOWSKI",2007,8,13,"33","0","33"
"MIN. CÁRMEN LÚCIA",2007,8,13,"32","0","32"
"TOTAL",2007,8,13,"383","0","383"
"MIN. SEPÚLVEDA PERTENCE",2007,8,14,"39","0","39"
"MIN. CELSO DE MELLO",2007,8,14,"44","0","44"
"MIN. MARCO AURÉLIO",2007,8,14,"30","0","30"
"MIN. GILMAR MENDES",2007,8,14,"40","0","40"
"MIN. CEZAR PELUSO",2007,8,14,"50","0","50"
"MIN. CARLOS BRITTO",2007,8,14,"27","0","27"
"MIN. JOAQUIM BARBOSA",2007,8,14,"37","0","37"
"MIN. EROS GRAU",2007,8,14,"30","2","32"
"MIN. RICARDO LEWANDOWSKI",2007,8,14,"33","0","33"
"MIN. CÁRMEN LÚCIA",2007,8,14,"42","0","42"
"TOTAL",2007,8,14,"372","2","374"
"MIN. SEPÚLVEDA PERTENCE",2007,8,15,"50","0","50"
"MIN. CELSO DE MELLO",2007,8,15,"38","0","38"
"MIN. MARCO AURÉLIO",2007,8,15,"35","0","35"
"MIN. GILMAR MENDES",2007,8,15,"42","0","42"
"MIN. CEZAR PELUSO",2007,8,15,"55","0","55"
"MIN. CARLOS BRITTO",2007,8,15,"41","0","41"
"MIN. JOAQUIM BARBOSA",2007,8,15,"45","0","45"
"MIN. EROS GRAU",2007,8,15,"34","0","34"
"MIN. RICARDO LEWANDOWSKI",2007,8,15,"48","0","48"
"MIN. CÁRMEN LÚCIA",2007,8,15,"27","0","27"
"TOTAL",2007,8,15,"415","0","415"
"MIN. CELSO DE MELLO",2007,11,19,"34","0","34"
"MIN. MARCO AURÉLIO",2007,11,19,"13","0","13"
"MIN. GILMAR MENDES",2007,11,19,"40","0","40"
"MIN. CEZAR PELUSO",2007,11,19,"48","0","48"
"MIN. CARLOS BRITTO",2007,11,19,"59","0","59"
"MIN. JOAQUIM BARBOSA",2007,11,19,"21","0","21"
"MIN. EROS GRAU",2007,11,19,"23","1","24"
"MIN. RICARDO LEWANDOWSKI",2007,11,19,"54","0","54"
"MIN. CÁRMEN LÚCIA",2007,11,19,"70","4","74"
"MIN. MENEZES DIREITO",2007,11,19,"18","0","18"
"TOTAL",2007,11,19,"380","5","385"
"MIN. CELSO DE MELLO",2007,11,20,"33","0","33"
"MIN. MARCO AURÉLIO",2007,11,20,"9","0","9"
"MIN. GILMAR MENDES",2007,11,20,"42","0","42"
"MIN. CEZAR PELUSO",2007,11,20,"42","0","42"
"MIN. CARLOS BRITTO",2007,11,20,"65","0","65"
"MIN. JOAQUIM BARBOSA",2007,11,20,"23","0","23"
"MIN. EROS GRAU",2007,11,20,"23","0","23"
"MIN. RICARDO LEWANDOWSKI",2007,11,20,"64","0","64"
"MIN. CÁRMEN LÚCIA",2007,11,20,"77","1","78"
"MIN. MENEZES DIREITO",2007,11,20,"22","0","22"
"TOTAL",2007,11,20,"400","1","401"
"MIN. CELSO DE MELLO",2008,2,22,"40","1","41"
"MIN. MARCO AURÉLIO",2008,2,22,"6","0","6"
"MIN. GILMAR MENDES",2008,2,22,"18","0","18"
"MIN. CEZAR PELUSO",2008,2,22,"52","0","52"
"MIN. CARLOS BRITTO",2008,2,22,"89","0","89"
"MIN. JOAQUIM BARBOSA",2008,2,22,"36","0","36"
"MIN. EROS GRAU",2008,2,22,"20","1","21"
"MIN. RICARDO LEWANDOWSKI",2008,2,22,"43","1","44"
"MIN. CÁRMEN LÚCIA",2008,2,22,"54","1","55"
"MIN. MENEZES DIREITO",2008,2,22,"32","0","32"
"TOTAL",2008,2,22,"390","4","394"
"MIN. CELSO DE MELLO",2008,5,27,"33","0","33"
"MIN. MARCO AURÉLIO",2008,5,27,"28","0","28"
"MIN. ELLEN GRACIE",2008,5,27,"29","0","29"
"MIN. CEZAR PELUSO",2008,5,27,"27","0","27"
"MIN. CARLOS BRITTO",2008,5,27,"25","0","25"
"MIN. JOAQUIM BARBOSA",2008,5,27,"31","0","31"
"MIN. EROS GRAU",2008,5,27,"28","0","28"
"MIN. RICARDO LEWANDOWSKI",2008,5,27,"25","0","25"
"MIN. CÁRMEN LÚCIA",2008,5,27,"32","0","32"
"MIN. MENEZES DIREITO",2008,5,27,"30","0","30"
"TOTAL",2008,5,27,"288","0","288"
"MIN. CELSO DE MELLO",2008,5,28,"20","0","20"
"MIN. MARCO AURÉLIO",2008,5,28,"17","0","17"
"MIN. ELLEN GRACIE",2008,5,28,"18","0","18"
"MIN. CEZAR PELUSO",2008,5,28,"36","0","36"
"MIN. CARLOS BRITTO",2008,5,28,"36","0","36"
"MIN. JOAQUIM BARBOSA",2008,5,28,"20","0","20"
"MIN. EROS GRAU",2008,5,28,"24","0","24"
"MIN. RICARDO LEWANDOWSKI",2008,5,28,"22","0","22"
"MIN. CÁRMEN LÚCIA",2008,5,28,"22","0","22"
"MIN. MENEZES DIREITO",2008,5,28,"21","0","21"
"TOTAL",2008,5,28,"236","0","236"
"MIN. SEPÚLVEDA PERTENCE",2007,5,14,"1","0","1"
"MIN. CELSO DE MELLO",2007,5,14,"0","0","0"
"MIN. MARCO AURÉLIO",2007,5,14,"0","0","0"
"MIN. GILMAR MENDES",2007,5,14,"0","0","0"
"MIN. CEZAR PELUSO",2007,5,14,"0","0","0"
"MIN. CARLOS BRITTO",2007,5,14,"0","0","0"
"MIN. JOAQUIM BARBOSA",2007,5,14,"0","0","0"
"MIN. EROS GRAU",2007,5,14,"0","0","0"
"MIN. RICARDO LEWANDOWSKI",2007,5,14,"0","0","0"
"MIN. CÁRMEN LÚCIA",2007,5,14,"0","0","0"
"TOTAL",2007,5,14,"1","0","1"
"MIN. SEPÚLVEDA PERTENCE",2007,8,16,"41","0","41"
"MIN. CELSO DE MELLO",2007,8,16,"32","0","32"
"MIN. MARCO AURÉLIO",2007,8,16,"38","0","38"
"MIN. GILMAR MENDES",2007,8,16,"43","0","43"
"MIN. CEZAR PELUSO",2007,8,16,"49","0","49"
"MIN. CARLOS BRITTO",2007,8,16,"46","0","46"
"MIN. JOAQUIM BARBOSA",2007,8,16,"41","0","41"
"MIN. EROS GRAU",2007,8,16,"48","0","48"
"MIN. RICARDO LEWANDOWSKI",2007,8,16,"35","0","35"
"MIN. CÁRMEN LÚCIA",2007,8,16,"43","0","43"
"TOTAL",2007,8,16,"416","0","416"
"MIN. CELSO DE MELLO",2007,11,21,"3","0","3"
"MIN. MARCO AURÉLIO",2007,11,21,"14","0","14"
"MIN. GILMAR MENDES",2007,11,21,"30","0","30"
"MIN. CEZAR PELUSO",2007,11,21,"38","2","40"
"MIN. CARLOS BRITTO",2007,11,21,"69","0","69"
"MIN. JOAQUIM BARBOSA",2007,11,21,"37","0","37"
"MIN. EROS GRAU",2007,11,21,"26","0","26"
"MIN. RICARDO LEWANDOWSKI",2007,11,21,"78","0","78"
"MIN. CÁRMEN LÚCIA",2007,11,21,"77","0","77"
"MIN. MENEZES DIREITO",2007,11,21,"27","0","27"
"TOTAL",2007,11,21,"399","2","401"
"MIN. CELSO DE MELLO",2008,5,29,"28","1","29"
"MIN. MARCO AURÉLIO",2008,5,29,"23","0","23"
"MIN. ELLEN GRACIE",2008,5,29,"24","0","24"
"MIN. CEZAR PELUSO",2008,5,29,"38","1","39"
"MIN. CARLOS BRITTO",2008,5,29,"27","2","29"
"MIN. JOAQUIM BARBOSA",2008,5,29,"29","0","29"
"MIN. EROS GRAU",2008,5,29,"30","0","30"
"MIN. RICARDO LEWANDOWSKI",2008,5,29,"26","0","26"
"MIN. CÁRMEN LÚCIA",2008,5,29,"29","1","30"
"MIN. MENEZES DIREITO",2008,5,29,"32","2","34"
"TOTAL",2008,5,29,"286","7","293"
"MIN. CELSO DE MELLO",2008,5,30,"31","0","31"
"MIN. MARCO AURÉLIO",2008,5,30,"26","1","27"
"MIN. ELLEN GRACIE",2008,5,30,"23","2","25"
"MIN. CEZAR PELUSO",2008,5,30,"15","1","16"
"MIN. CARLOS BRITTO",2008,5,30,"38","0","38"
"MIN. JOAQUIM BARBOSA",2008,5,30,"20","2","22"
"MIN. EROS GRAU",2008,5,30,"28","0","28"
"MIN. RICARDO LEWANDOWSKI",2008,5,30,"33","0","33"
"MIN. CÁRMEN LÚCIA",2008,5,30,"32","0","32"
"MIN. MENEZES DIREITO",2008,5,30,"31","0","31"
"TOTAL",2008,5,30,"277","6","283"
"MIN. SEPÚLVEDA PERTENCE",2007,5,15,"50","0","50"
"MIN. CELSO DE MELLO",2007,5,15,"53","0","53"
